ABORT_TXN_WW,CEID,AUTO_ABORT
201918,CDTlb,1
201918,CDTlo,20
201918,CDTnc,41
201918,CDTsc,23
201918,CDTsp,41
201918,CFScf,5
201918,CSBca,46
201918,CSBcd,177
201918,CSBcp,35
201918,CSBcz,4
201918,CTIcu,48
201918,CTIcw,48
201918,CVDcc,26
201918,CVDco,53
201918,CVDcs,26
201918,CVDgc,25
201918,CVDnl,12
201918,CVDnn,21
201918,CVDph,10
201918,CVDxi,41
201918,DEAnc,7
201918,DEAnf,12
201918,DEAnr,2
201918,DEAns,36
201918,DFWci,217
201918,DFWnc,24
201918,DFWni,44
201918,DMTcu,69
201918,DMTnc,4
201918,DORcu,70
201918,DORdm,215
201918,DRTcb,9
201918,DRTcu,25
201918,DRTnb,10
201918,DRTnc,40
201918,DVDco,19
201918,DVDcr,37
201918,DVDnl,25
201918,DVDnn,24
201918,DVDxi,2
201918,DWXaa,7
201918,EDTdc,1
201918,EDTde,4
201918,EDTdg,1
201918,EDTdt,2
201918,EDTns,5
201918,EPNcr,38
201918,EPNct,102
201918,EPNhx,38
201918,EPNti,9
201918,ESTsz,1
201918,ESTwa,20
201918,ESTwc,3
201918,EVAbe,4
201918,EVAnc,1
201918,FDAca,19
201918,FDAda,31
201918,FDBcu,2
201918,FDBdt,17
201918,FDBdx,7
201918,FDHcu,5
201918,FDHdm,53
201918,FDKcu,15
201918,FLOnc,5
201918,FLOng,29
201918,FLOnu,14
201918,FOXcu,164
201918,FOXdi,86
201918,GNTbb,5
201918,GSTwa,23
201918,GTAbe,29
201918,GTAcv,55
201918,GTOcb,11
201918,GTOcu,26
201918,GTOtl,6
201918,GTOtm,25
201918,GTOtr,4
201918,GTOvg,1
201918,GTOvn,3
201918,GTOvs,2
201918,GTOvt,15
201918,GTRcm,1
201918,GTThm,1
201918,GTTtg,1
201918,GTTts,5
201918,GTTvg,5
201918,GTTvm,12
201918,GTTvs,6
201918,GTXde,25
201918,HDRcu,11
201918,HFRds,1
201918,HINcl,8
201918,HINcu,28
201918,HINde,19
201918,HINdl,9
201918,HMEcb,11
201918,HMEcm,24
201918,HMEct,73
201918,HMEcu,4
201918,HMEcx,11
201918,HRBcs,6
201918,HRBcu,4
201918,HTAdi,44
201918,HTPsa,33
201918,HWPcf,6
201918,HWPst,9
201918,ICEct,1
201918,ICEfn,40
201918,ICEmp,3
201918,ICEmt,5
201918,ICEne,40
201918,ICEpy,28
201918,ICEtn,4
201918,JGRwe,77
201918,JGRwx,41
201918,KSTwa,8
201918,LATne,36
201918,LKLcu,28
201918,LSAcp,105
201918,LSAcs,73
201918,LSAcu,86
201918,LSAin,89
201918,LSAnc,76
201918,LSAnp,76
201918,LSAws,74
201918,LSBcp,79
201918,LSBnc,78
201918,LSBnp,151
201918,MIKab,4
201918,MIKcb,4
201918,MIKcw,2
201918,MIRlb,11
201918,MTKcu,7
201918,NCDnc,16
201918,NDEcv,4
201918,NMTnc,283
201918,NSTcp,12
201918,NSTpn,24
201918,NSTwa,46
201918,NSTwn,37
201918,NSTwp,33
201918,ODEcv,3
201918,OMAcu,4
201918,OMAsc,7
201918,OMBcs,16
201918,OMBcu,34
201918,OMBli,86
201918,OMBns,44
201918,OMDli,14
201918,OMDns,20
201918,OMEcs,7
201918,OMEcu,26
201918,OMEli,1
201918,OMEns,2
201918,OMGnt,4
201918,OMGnw,13
201918,ONTxx,52
201918,ORLct,12
201918,ORLcw,13
201918,ORLcx,3
201918,ORLdt,96
201918,ORLdx,15
201918,OVZcu,4
201918,OVZdm,9
201918,OXScb,5
201918,OXSch,32
201918,OXScl,42
201918,OXScn,12
201918,OXScv,15
201918,OXTcp,10
201918,OXTcr,1
201918,OXTon,20
201918,OXTrk,14
201918,PALcu,18
201918,PALnc,17
201918,PATbe,41
201918,PATne,25
201918,PATrt,20
201918,PATxt,30
201918,PBDct,16
201918,PCDcp,24
201918,PIAim,13
201918,PLBab,6
201918,PLBcv,6
201918,PLBhv,5
201918,PLByz,3
201918,PLEcg,5
201918,PLEng,17
201918,PLHcn,23
201918,PLHcx,18
201918,PLHnc,2
201918,PLIec,5
201918,PLIgl,5
201918,PLIhm,29
201918,PLIht,1
201918,PLImd,12
201918,PLIop,64
201918,PLIpg,94
201918,PLIps,15
201918,PLIsw,80
201918,PLItl,8
201918,PLIvg,2
201918,PLIyz,1
201918,PLMbd,5
201918,PLMbm,8
201918,PLMcc,12
201918,PLMce,17
201918,PLMcl,1
201918,PLMct,29
201918,PLMcv,48
201918,PLMcz,12
201918,PLMgl,5
201918,PLMhp,2
201918,PLMmh,12
201918,PLMnv,3
201918,PLMnx,49
201918,PLMny,34
201918,PLMps,8
201918,PLMtl,3
201918,PLMwd,10
201918,PMMba,21
201918,PMMca,2
201918,PMMha,15
201918,PMMsa,22
201918,PREet,5
201918,PREnc,21
201918,PRTcb,9
201918,PRTcu,11
201918,PRTnb,18
201918,PRTnc,30
201918,PRTnd,34
201918,QEKdm,5
201918,QNTcu,7
201918,QSAct,1
201918,QSAdt,3
201918,QSBdt,2
201918,RCLcr,18
201918,RCLcu,7
201918,RCLde,89
201918,RCLrg,2
201918,RDLcd,10
201918,RDLcx,2
201918,RDLcy,8
201918,REKmk,1
201918,REXbe,3
201918,REXbl,7
201918,REXcd,31
201918,REXcl,80
201918,REXcu,24
201918,REXde,72
201918,REXdl,25
201918,REXml,14
201918,REXtl,14
201918,REXxl,31
201918,REXxx,59
201918,RIAli,7
201918,RIObg,10
201918,RIOcx,5
201918,RIOht,11
201918,RIOnc,30
201918,RIOnt,82
201918,RIOtn,44
201918,RMTaa,43
201918,ROXoo,27
201918,RVIox,6
201918,RVIrt,6
201918,RVIst,39
201918,RVNsp,37
201918,SARli,14
201918,SASli,271
201918,SATaa,32
201918,SATnn,5
201918,SATpp,14
201918,SATtt,24
201918,SAUli,37
201918,SAVli,24
201918,SAXcu,32
201918,SAXli,14
201918,SAYli,32
201918,SBHcu,11
201918,SCCli,19
201918,SEAcv,12
201918,SENdi,44
201918,SKIdi,46
201918,SLMcu,1
201918,SMTcu,1
201918,SNElg,17
201918,SNEli,46
201918,SNQli,17
201918,SNUli,65
201918,SNVli,18
201918,SNYli,12
201918,SNYlr,23
201918,SPAdi,10
201918,SPBdi,47
201918,SPKnc,13
201918,SPNdf,34
201918,SPQdi,35
201918,SPUcn,5
201918,SPUtf,22
201918,SPUtn,7
201918,SPUtr,12
201918,SPUtw,10
201918,SRCdm,173
201918,SRCnc,15
201918,SRHdm,4
201918,SRKcu,43
201918,SRKcx,82
201918,SRKdm,43
201918,SRKnc,13
201918,SRNdt,1
201918,SRNtm,1
201918,SSTcg,14
201918,SSTeg,17
201918,SSTrg,32
201918,SSTsg,34
201918,SSTwa,48
201918,SSTwh,2
201918,STBcu,3
201918,STGcu,16
201918,STOsc,12
201918,STOsd,8
201918,STOsi,74
201918,STOsj,12
201918,STVdi,63
201918,TADrf,47
201918,TADro,4
201918,TAOco,19
201918,TAOcs,18
201918,TAOcv,4
201918,TAOcx,34
201918,TAOnc,4
201918,TBCbc,86
201918,TBEbc,131
201918,TBTct,1
201918,TBTcv,3
201918,TFKcu,44
201918,TFKnc,266
201918,TFRnc,37
201918,TGRcb,38
201918,TGRch,16
201918,TGRcj,8
201918,TGRcm,3
201918,TGRcu,45
201918,TGRcx,26
201918,TGRcy,2
201918,TGRnb,5
201918,TGRnx,14
201918,TGRwb,7
201918,TGRwe,79
201918,TGRwp,39
201918,TGRwx,1
201918,TIFyy,6
201918,TIMim,9
201918,TMCcv,24
201918,TOHdx,16
201918,TSPcv,4
201918,TVOcb,2
201918,TVOcu,8
201918,TVOon,14
201918,UDCcu,105
201918,UDCde,4
201918,UDCdx,29
201918,UDLdm,688
201918,UDLdx,15
201918,UDNtm,5
201918,UFRds,20
201918,VFAdi,36
201918,VFBbt,2
201918,VFCca,129
201918,VFGtw,20
201918,VFMcm,11
201918,VFNdi,119
201918,VFOcm,7
201918,VFOdi,155
201918,VFOee,2
201918,VFPdi,1
201918,VFRcw,24
201918,VIBcu,1
201918,VIBdm,6
201918,VIMhc,33
201918,WCFcu,8
201918,WDPid,10
201918,WDPpn,20
201918,WGTcx,2
201918,WPCst,29
201918,WRCcr,34
201918,WROrg,44
201918,WRScu,10
201918,WRSos,8
201918,WRSrg,12
201918,WRTrg,8
201918,WRXrg,3
201918,XCLcl,24
201918,XCLcu,74
201918,XCTas,2
201918,XCTnc,30
201918,XDKnm,37
201918,XDKob,14
201918,XDKtb,7
201918,XIMii,9
201918,XMEdm,34
201918,XMTcu,1
201918,XTAdi,44
201918,ZABcu,16
201918,ZBUli,1
201919,ALEcu,15
201919,AMEcv,1
201919,ANTde,16
201919,ANTrv,5
201919,AVDcu,17
201919,AVDdi,8
201919,AVDiw,3
201919,AVXdb,52
201919,AYEli,2
201919,AYTli,8
201919,BCLca,8
201919,BCLcu,15
201919,BCLnc,26
201919,BECcu,7
201919,BETcu,1
201919,BETnc,2
201919,BNDcv,19
201919,BPDdm,34
201919,BPDdx,41
201919,BPKdu,3
201919,BPQdx,4
201919,CARch,13
201919,CARco,10
201919,CARct,2
201919,CARcu,3
201919,CATcs,12
201919,CATws,2
201919,CBFaa,30
201919,CBPct,6
201919,CDKcu,18
201919,CDKli,22
201919,CDMcn,4
201919,CDOck,32
201919,CDOco,16
201919,CDOcu,24
201919,CDOnc,5
201919,CDTco,21
201919,CDTlb,13
201919,CDTlo,4
201919,CDTnc,38
201919,CDTsc,11
201919,CDTsp,65
201919,CFScf,6
201919,CSBca,49
201919,CSBcd,109
201919,CSBcp,32
201919,CSBcz,14
201919,CTIcu,34
201919,CTIcw,37
201919,CVDcc,13
201919,CVDco,55
201919,CVDcs,22
201919,CVDgc,30
201919,CVDnl,13
201919,CVDnn,8
201919,CVDph,12
201919,CVDxi,53
201919,DEAnc,27
201919,DEAnf,9
201919,DEAnr,12
201919,DEAns,35
201919,DFWci,176
201919,DFWnc,43
201919,DFWni,86
201919,DMTcu,70
201919,DMTnc,14
201919,DORcu,46
201919,DORdm,236
201919,DRTcb,8
201919,DRTcu,15
201919,DRTnb,20
201919,DRTnc,48
201919,DVDco,46
201919,DVDcr,35
201919,DVDnl,27
201919,DVDnn,8
201919,DVDxi,9
201919,DWXaa,3
201919,EDTdc,3
201919,EDTde,1
201919,EDTdt,1
201919,EDTns,4
201919,EPNcr,45
201919,EPNct,92
201919,EPNhx,46
201919,EPNti,8
201919,ESTwa,14
201919,ESTwc,17
201919,EVAbe,4
201919,FDAca,43
201919,FDAda,54
201919,FDBcu,2
201919,FDBdm,1
201919,FDBdt,14
201919,FDBdx,18
201919,FDHcu,6
201919,FDHdm,37
201919,FDKcu,25
201919,FLOnc,9
201919,FLOng,19
201919,FLOnu,11
201919,FOXcu,160
201919,FOXdi,108
201919,GNTbb,2
201919,GRXde,1
201919,GSTbs,1
201919,GSTwa,21
201919,GTAbe,41
201919,GTAcm,1
201919,GTAcv,46
201919,GTOcb,1
201919,GTOcu,33
201919,GTOtl,1
201919,GTOtm,11
201919,GTOtr,5
201919,GTOvg,9
201919,GTOvn,1
201919,GTOvs,4
201919,GTOvt,10
201919,GTRcm,4
201919,GTTcg,9
201919,GTThm,2
201919,GTTvg,4
201919,GTTvj,1
201919,GTTvm,6
201919,GTTvs,14
201919,GTXde,16
201919,HDRcu,1
201919,HFRds,2
201919,HINcl,14
201919,HINcu,15
201919,HINde,28
201919,HINdl,31
201919,HMEcb,1
201919,HMEcm,23
201919,HMEct,84
201919,HMEcu,9
201919,HMEcx,7
201919,HRBcs,1
201919,HRBcu,1
201919,HTAdi,17
201919,HTPsa,41
201919,ICEcp,4
201919,ICEfn,45
201919,ICEmp,7
201919,ICEmt,16
201919,ICEne,44
201919,ICEpy,10
201919,ICEtn,12
201919,JGRwe,46
201919,JGRwx,46
201919,KSTwa,12
201919,LATne,52
201919,LCDnc,8
201919,LKLcu,32
201919,LSAcp,90
201919,LSAcs,99
201919,LSAcu,102
201919,LSAin,71
201919,LSAnc,110
201919,LSAnp,62
201919,LSAws,69
201919,LSBcp,62
201919,LSBnc,70
201919,LSBnp,142
201919,MBDcv,4
201919,MIKab,3
201919,MIKan,1
201919,MIKcb,5
201919,MIKcw,2
201919,MIRlb,6
201919,MTKcu,6
201919,NCDnc,11
201919,NDEcv,1
201919,NMTnc,303
201919,NSTcp,7
201919,NSTpn,46
201919,NSTwa,58
201919,NSTwn,31
201919,NSTwp,26
201919,ODEcv,11
201919,OMAcu,10
201919,OMAsc,1
201919,OMBcs,24
201919,OMBct,1
201919,OMBcu,24
201919,OMBli,74
201919,OMBns,32
201919,OMDli,19
201919,OMDns,12
201919,OMEcu,18
201919,OMEli,11
201919,OMEns,1
201919,OMGnt,2
201919,OMGnw,16
201919,ONTxx,55
201919,ORLct,33
201919,ORLcw,14
201919,ORLcx,5
201919,ORLdt,88
201919,ORLdx,13
201919,OVZcu,4
201919,OVZdm,4
201919,OXScb,16
201919,OXSch,10
201919,OXScl,46
201919,OXScn,24
201919,OXScv,17
201919,OXTcp,6
201919,OXTcr,2
201919,OXTon,16
201919,OXTrk,5
201919,PALcu,9
201919,PALnc,4
201919,PATbe,59
201919,PATne,8
201919,PATrt,7
201919,PATxt,27
201919,PBDct,17
201919,PCDcp,40
201919,PHXen,3
201919,PIAim,10
201919,PLBab,9
201919,PLBhv,2
201919,PLBng,3
201919,PLEcg,30
201919,PLEng,18
201919,PLHcn,21
201919,PLHcx,10
201919,PLHnc,4
201919,PLIec,15
201919,PLIgl,11
201919,PLIhm,64
201919,PLIht,2
201919,PLImd,20
201919,PLIop,65
201919,PLIpg,121
201919,PLIps,30
201919,PLIsw,36
201919,PLItl,8
201919,PLIvg,7
201919,PLIyz,2
201919,PLMbd,16
201919,PLMbm,8
201919,PLMcc,45
201919,PLMce,2
201919,PLMcl,5
201919,PLMct,9
201919,PLMcv,51
201919,PLMcz,15
201919,PLMgl,17
201919,PLMnx,48
201919,PLMny,48
201919,PLMtl,6
201919,PLMwd,22
201919,PMMba,10
201919,PMMca,3
201919,PMMha,8
201919,PMMsa,33
201919,PREet,7
201919,PREnc,20
201919,PRTcb,13
201919,PRTcu,12
201919,PRTnb,8
201919,PRTnc,15
201919,PRTnd,26
201919,QEKdm,7
201919,QNTcu,7
201919,QSAdt,25
201919,QSBdt,7
201919,RCLcr,8
201919,RCLcu,18
201919,RCLde,52
201919,RCLrg,2
201919,RDLcd,7
201919,RDLcy,6
201919,REKmj,3
201919,REKmk,10
201919,REXbe,3
201919,REXbl,3
201919,REXcd,35
201919,REXcl,56
201919,REXcu,37
201919,REXde,70
201919,REXdl,11
201919,REXml,9
201919,REXtl,5
201919,REXxl,16
201919,REXxx,48
201919,RIAli,3
201919,RIObg,10
201919,RIOcx,3
201919,RIOht,13
201919,RIOnc,47
201919,RIOnt,88
201919,RIOtn,49
201919,RMTaa,26
201919,ROXoo,29
201919,RVIox,14
201919,RVIrt,5
201919,RVIst,18
201919,RVNsp,13
201919,SARli,26
201919,SASli,257
201919,SATaa,30
201919,SATdi,4
201919,SATnn,10
201919,SATpp,20
201919,SATtt,43
201919,SAUli,31
201919,SAVli,10
201919,SAXcu,15
201919,SAXli,6
201919,SAYli,20
201919,SAZli,3
201919,SBHcu,11
201919,SCCli,27
201919,SCDli,5
201919,SEAcv,12
201919,SENdi,70
201919,SKIdi,16
201919,SMAdi,3
201919,SMTcu,1
201919,SNEcu,1
201919,SNElg,4
201919,SNEli,24
201919,SNQli,5
201919,SNUli,52
201919,SNVli,19
201919,SNYli,11
201919,SNYlr,37
201919,SPAdi,24
201919,SPBdi,144
201919,SPKnc,10
201919,SPNdf,64
201919,SPQdi,90
201919,SPUcn,6
201919,SPUtf,11
201919,SPUtn,25
201919,SPUtr,11
201919,SPUtw,13
201919,SRCdm,169
201919,SRCnc,2
201919,SRHcu,3
201919,SRHdm,5
201919,SRKcu,42
201919,SRKcx,100
201919,SRKdm,33
201919,SRKnc,19
201919,SRNdt,1
201919,SRNtm,2
201919,SSTcg,5
201919,SSTcu,2
201919,SSTeg,10
201919,SSTrg,19
201919,SSTsg,19
201919,SSTwa,32
201919,SSTwh,4
201919,STBcu,16
201919,STGcu,21
201919,STOsc,9
201919,STOsd,15
201919,STOsi,37
201919,STOsj,13
201919,STVdi,66
201919,TADrf,38
201919,TADro,4
201919,TAOco,8
201919,TAOcs,10
201919,TAOcv,1
201919,TAOcx,27
201919,TAOnc,2
201919,TAQhy,2
201919,TBCbc,76
201919,TBEbc,86
201919,TBTct,2
201919,TFKcu,49
201919,TFKnc,151
201919,TFRcu,3
201919,TFRnc,43
201919,TGRcb,58
201919,TGRch,15
201919,TGRcj,11
201919,TGRcu,41
201919,TGRcx,31
201919,TGRcy,3
201919,TGRnb,25
201919,TGRnx,9
201919,TGRwb,4
201919,TGRwe,35
201919,TGRwp,54
201919,TGRwx,9
201919,TIFyy,5
201919,TIMim,3
201919,TMCcf,2
201919,TMCcv,22
201919,TOHdx,14
201919,TSPcv,2
201919,TVOcu,23
201919,TVOon,11
201919,UDCcu,107
201919,UDCde,1
201919,UDCdx,24
201919,UDLdm,664
201919,UDLdx,9
201919,UDNtm,1
201919,UFRdf,8
201919,UFRds,17
201919,VFAdi,67
201919,VFBbt,4
201919,VFCca,72
201919,VFGtw,27
201919,VFMcm,12
201919,VFNdi,182
201919,VFOcm,35
201919,VFOdi,154
201919,VFOee,7
201919,VFPdi,47
201919,VFRcw,18
201919,VIBdm,1
201919,VIMhc,37
201919,WCFcu,10
201919,WDPid,10
201919,WDPpn,17
201919,WPCst,26
201919,WRCcr,45
201919,WROrg,17
201919,WRScg,14
201919,WRScu,6
201919,WRSos,8
201919,WRSrg,18
201919,WRTrg,19
201919,XCLcl,40
201919,XCLcu,61
201919,XCTnc,11
201919,XDKnm,15
201919,XDKob,7
201919,XDKta,4
201919,XDKtb,17
201919,XIMii,17
201919,XMEdm,2
201919,XMTcu,1
201919,XTAdi,38
201919,Z-EXCLUDE,6
201919,ZDFnc,2
201920,ALEcu,13
201920,ALFdi,1
201920,AMEcv,2
201920,ANTct,1
201920,ANTde,21
201920,ANTrv,3
201920,AVDcu,2
201920,AVDdi,13
201920,AVDiw,3
201920,AVXdb,41
201920,AYEli,1
201920,BCLcu,11
201920,BCLnc,19
201920,BECcu,4
201920,BETcu,5
201920,BETms,2
201920,BNDcv,16
201920,BPDdm,51
201920,BPDdx,23
201920,BPKdu,6
201920,BPQdx,7
201920,CARch,18
201920,CARco,6
201920,CARct,1
201920,CARcu,1
201920,CATca,6
201920,CATcs,26
201920,CATcv,2
201920,CATws,7
201920,CBFaa,14
201920,CBPct,6
201920,CDKcu,22
201920,CDKli,20
201920,CDMcn,15
201920,CDOck,30
201920,CDOco,13
201920,CDOcu,38
201920,CDOnc,10
201920,CDTco,24
201920,CDTlb,6
201920,CDTlo,7
201920,CDTnc,40
201920,CDTsc,5
201920,CDTsp,51
201920,CSBca,74
201920,CSBcd,71
201920,CSBcp,28
201920,CSBcz,1
201920,CSPcd,6
201920,CTIcu,41
201920,CTIcw,63
201920,CVDcc,14
201920,CVDco,61
201920,CVDcs,25
201920,CVDgc,19
201920,CVDnl,8
201920,CVDnn,14
201920,CVDph,22
201920,CVDxi,20
201920,DEAnc,21
201920,DEAnf,5
201920,DEAnr,6
201920,DEAns,43
201920,DFWci,252
201920,DFWnc,56
201920,DFWni,119
201920,DMTcu,102
201920,DMTnc,4
201920,DORcu,53
201920,DORdm,169
201920,DRTcb,15
201920,DRTcu,22
201920,DRTnb,15
201920,DRTnc,26
201920,DVDco,46
201920,DVDcr,12
201920,DVDnl,18
201920,DVDnn,13
201920,DVDxi,7
201920,DWXaa,4
201920,EDTdc,2
201920,EDTde,4
201920,EDTdg,10
201920,EDTdt,1
201920,EDTfg,11
201920,EDTfm,2
201920,EDTns,15
201920,EPNcr,62
201920,EPNct,127
201920,EPNhx,46
201920,EPNti,18
201920,ESTsz,3
201920,ESTwa,16
201920,ESTwc,20
201920,EVAbe,1
201920,EVAnc,1
201920,FDAca,33
201920,FDAda,39
201920,FDBcu,5
201920,FDBdm,3
201920,FDBdt,12
201920,FDBdx,33
201920,FDHcu,4
201920,FDHdm,28
201920,FDKcu,32
201920,FLOnc,9
201920,FLOng,12
201920,FLOnu,3
201920,FOXcu,197
201920,FOXdi,134
201920,GNTbb,6
201920,GNTcu,9
201920,GSTwa,16
201920,GTAbe,43
201920,GTAcv,38
201920,GTOcb,9
201920,GTOcl,1
201920,GTOcu,32
201920,GTOtl,9
201920,GTOtm,1
201920,GTOtr,11
201920,GTOvg,3
201920,GTOvn,9
201920,GTOvs,6
201920,GTOvt,12
201920,GTRcm,2
201920,GTTcg,3
201920,GTThm,3
201920,GTTtg,1
201920,GTTts,10
201920,GTTvg,27
201920,GTTvm,8
201920,GTTvs,24
201920,GTXde,27
201920,HDRcu,1
201920,HDRdi,1
201920,HFRds,3
201920,HINcl,12
201920,HINcu,41
201920,HINde,26
201920,HINdl,40
201920,HMEcm,26
201920,HMEct,86
201920,HMEcu,9
201920,HMEcx,11
201920,HRBcs,1
201920,HRBnc,7
201920,HTAdi,38
201920,HTPsa,39
201920,ICEct,3
201920,ICEfn,24
201920,ICEmp,4
201920,ICEmt,11
201920,ICEne,51
201920,ICEpy,20
201920,JGRwe,71
201920,JGRwx,43
201920,KCDnc,1
201920,KSTwa,5
201920,LATne,47
201920,LCDnc,7
201920,LKLcu,37
201920,LSAcp,187
201920,LSAcs,118
201920,LSAcu,151
201920,LSAin,63
201920,LSAnc,69
201920,LSAnp,50
201920,LSAws,84
201920,LSBcp,79
201920,LSBnc,70
201920,LSBnp,135
201920,LTAdi,1
201920,LVFdi,5
201920,MBDcv,14
201920,MIKab,15
201920,MIKan,1
201920,MIKcb,10
201920,MIKcw,1
201920,MIRlb,4
201920,MTKcu,7
201920,NCDnc,16
201920,NDEcv,5
201920,NMTnc,304
201920,NSTcp,5
201920,NSTpn,40
201920,NSTwa,77
201920,NSTwn,46
201920,NSTwp,20
201920,ODEcv,8
201920,OMAcu,1
201920,OMAsc,5
201920,OMBcs,17
201920,OMBct,4
201920,OMBcu,31
201920,OMBli,89
201920,OMBns,33
201920,OMDli,8
201920,OMDns,31
201920,OMEcs,11
201920,OMEcu,27
201920,OMEli,6
201920,OMEns,2
201920,OMGnt,9
201920,OMGnw,5
201920,ONTxx,62
201920,ORLct,35
201920,ORLcw,19
201920,ORLcx,9
201920,ORLdt,65
201920,ORLdx,13
201920,OVZcu,27
201920,OVZdm,3
201920,OXScb,22
201920,OXSch,20
201920,OXScl,37
201920,OXScn,14
201920,OXScv,3
201920,OXTcr,6
201920,OXTon,16
201920,OXTrk,9
201920,PALcu,26
201920,PALnc,10
201920,PATbe,28
201920,PATne,4
201920,PATrt,18
201920,PATxt,15
201920,PBDct,7
201920,PCDcp,37
201920,PHXen,1
201920,PIAim,15
201920,PLBab,1
201920,PLBcv,1
201920,PLBhv,1
201920,PLBng,4
201920,PLByz,2
201920,PLEcg,13
201920,PLEng,24
201920,PLHcn,25
201920,PLHcx,38
201920,PLHcy,11
201920,PLHnc,15
201920,PLIec,4
201920,PLIgl,22
201920,PLIhm,14
201920,PLIht,8
201920,PLImd,12
201920,PLIop,101
201920,PLIpg,53
201920,PLIps,19
201920,PLIsw,20
201920,PLItl,11
201920,PLIvg,7
201920,PLIyz,6
201920,PLMbd,3
201920,PLMbm,1
201920,PLMcc,22
201920,PLMce,2
201920,PLMcl,8
201920,PLMct,11
201920,PLMcv,50
201920,PLMcz,20
201920,PLMgl,10
201920,PLMnv,2
201920,PLMnx,69
201920,PLMny,61
201920,PLMps,3
201920,PLMtl,3
201920,PLMwd,18
201920,PMMba,19
201920,PMMca,2
201920,PMMha,11
201920,PMMsa,69
201920,PREet,6
201920,PREnc,11
201920,PRTcb,11
201920,PRTcu,22
201920,PRTnb,9
201920,PRTnc,23
201920,PRTnd,21
201920,QEKdm,3
201920,QNTcu,6
201920,QSAdt,7
201920,QSBdt,1
201920,RCLcr,28
201920,RCLcu,11
201920,RCLde,139
201920,RCLrg,5
201920,RDLcd,8
201920,RDLcy,6
201920,REKmj,6
201920,REKmk,10
201920,REXbe,2
201920,REXbl,6
201920,REXcd,46
201920,REXcl,66
201920,REXcu,34
201920,REXde,84
201920,REXdl,12
201920,REXml,10
201920,REXtl,11
201920,REXxl,30
201920,REXxx,36
201920,RIAli,11
201920,RIObg,14
201920,RIOcx,3
201920,RIOht,14
201920,RIOnc,27
201920,RIOnt,76
201920,RIOtn,37
201920,RMTaa,20
201920,ROXoo,24
201920,RVIox,8
201920,RVIrt,6
201920,RVIst,11
201920,RVNsp,10
201920,SARli,26
201920,SASli,293
201920,SATaa,19
201920,SATdi,5
201920,SATnn,18
201920,SATpp,13
201920,SATtt,16
201920,SAUli,30
201920,SAVli,18
201920,SAXcu,28
201920,SAXli,5
201920,SAYli,33
201920,SAZli,2
201920,SBHcu,13
201920,SCCli,15
201920,SCDli,1
201920,SEAcv,6
201920,SENdi,27
201920,SKIdi,45
201920,SLMcu,7
201920,SNEcu,5
201920,SNElg,5
201920,SNEli,21
201920,SNQli,35
201920,SNUli,154
201920,SNVli,48
201920,SNYli,47
201920,SNYlr,39
201920,SPAdi,23
201920,SPBdi,117
201920,SPKnc,18
201920,SPNdf,96
201920,SPQdi,59
201920,SPQrs,9
201920,SPUcn,3
201920,SPUtf,16
201920,SPUtn,24
201920,SPUtr,9
201920,SPUtw,10
201920,SRCdm,171
201920,SRCnc,12
201920,SRHcu,1
201920,SRHdm,1
201920,SRKcu,46
201920,SRKcx,144
201920,SRKdm,23
201920,SRKnc,10
201920,SRNdt,1
201920,SSTcg,4
201920,SSTeg,6
201920,SSTrg,18
201920,SSTsg,41
201920,SSTwa,60
201920,SSTwh,5
201920,STBcu,16
201920,STGcu,14
201920,STOsc,3
201920,STOsd,12
201920,STOsi,44
201920,STOsj,1
201920,STVdi,92
201920,TADrf,39
201920,TADro,4
201920,TAOco,7
201920,TAOcs,8
201920,TAOcv,10
201920,TAOcx,72
201920,TAOnc,1
201920,TAQhy,9
201920,TBCbc,66
201920,TBEbc,135
201920,TBTct,1
201920,TBTcv,8
201920,TFKcu,212
201920,TFKnc,212
201920,TFRcu,2
201920,TFRnc,54
201920,TGRcb,41
201920,TGRch,15
201920,TGRcj,3
201920,TGRcu,42
201920,TGRcx,35
201920,TGRcy,1
201920,TGRnb,1
201920,TGRnx,13
201920,TGRwe,66
201920,TGRwp,47
201920,TGRwx,10
201920,TIMim,13
201920,TMCcf,4
201920,TMCcv,9
201920,TSPcv,2
201920,TVOcb,2
201920,TVOcu,18
201920,TVOon,20
201920,UDCcu,95
201920,UDCde,2
201920,UDCdx,13
201920,UDLdm,673
201920,UDLdx,13
201920,UDNtm,3
201920,UFRdf,7
201920,UFRds,40
201920,VDTcf,16
201920,VFAdi,61
201920,VFCca,211
201920,VFGtw,29
201920,VFMcm,15
201920,VFNdi,100
201920,VFOcm,50
201920,VFOdi,82
201920,VFPdi,64
201920,VFRcw,1
201920,VIMhc,45
201920,WCFcu,17
201920,WDPid,29
201920,WDPpn,18
201920,WGTcx,4
201920,WPCst,48
201920,WRCcr,42
201920,WROrg,47
201920,WRScg,10
201920,WRScu,6
201920,WRSos,46
201920,WRSrg,35
201920,WRTrg,30
201920,WRXrg,2
201920,XCLcl,29
201920,XCLcr,1
201920,XCLcu,58
201920,XCTnc,6
201920,XDKnm,12
201920,XDKob,10
201920,XDKta,22
201920,XDKtb,14
201920,XIMii,16
201920,XMEdm,2
201920,XMTcu,3
201920,XTAdi,53
201920,ZABcu,2
201920,ZMOce,7
201921,ALEcu,11
201921,ANTde,27
201921,ANTrv,5
201921,AVDcu,7
201921,AVDdi,19
201921,AVDiw,1
